       v     ,      ids   ,      gm    ,      gm2   ,      vd
   -1.30000 ,   1.330e-08 , -1.502e-05 , -3.277e-06 , -1.330e-08
   -1.29000 ,   1.296e-08 , -1.952e-03 , -1.928e-03 , -1.296e-08
   -1.28000 ,   1.263e-08 , -3.365e-08 ,   -0.1937  , -1.263e-08
   -1.27000 ,   1.231e-08 , -3.295e-08 ,    0.1952  , -1.231e-08
   -1.26000 ,   1.199e-08 , -3.225e-08 ,  7.063e-08 , -1.199e-08
   -1.25000 ,   1.168e-08 , -3.157e-08 ,  6.970e-08 , -1.168e-08
   -1.24000 ,   1.138e-08 , -3.089e-08 ,  6.835e-08 , -1.138e-08
   -1.23000 ,   1.108e-08 , -3.023e-08 ,  6.750e-08 , -1.108e-08
   -1.22000 ,   1.080e-08 , -2.958e-08 ,  6.594e-08 , -1.080e-08
   -1.21000 ,   1.051e-08 , -2.894e-08 ,  6.530e-08 , -1.051e-08
   -1.20000 ,   1.024e-08 , -2.831e-08 ,  6.409e-08 , -1.024e-08
   -1.19000 ,   9.965e-09 , -2.769e-08 ,  6.288e-08 , -9.965e-09
   -1.18000 ,   9.700e-09 , -2.708e-08 ,  6.182e-08 , -9.700e-09
   -1.17000 ,   9.441e-09 , -2.648e-08 ,  6.089e-08 , -9.441e-09
   -1.16000 ,   9.188e-09 , -2.590e-08 ,  5.976e-08 , -9.188e-09
   -1.15000 ,   8.940e-09 , -2.532e-08 ,  5.869e-08 , -8.940e-09
   -1.14000 ,   8.698e-09 , -2.475e-08 ,  5.770e-08 , -8.698e-09
   -1.13000 ,   8.462e-09 , -2.420e-08 ,  5.691e-08 , -8.462e-09
   -1.12000 ,   8.231e-09 , -2.365e-08 ,  5.556e-08 , -8.231e-09
   -1.11000 ,   8.005e-09 , -2.311e-08 ,  5.485e-08 , -8.005e-09
   -1.10000 ,   7.784e-09 , -2.258e-08 ,  5.379e-08 , -7.784e-09
   -1.09000 ,   7.569e-09 , -2.206e-08 ,  5.272e-08 , -7.569e-09
   -1.08000 ,   7.358e-09 , -2.155e-08 ,  5.187e-08 , -7.358e-09
   -1.07000 ,   7.153e-09 , -2.105e-08 ,  5.095e-08 , -7.153e-09
   -1.06000 ,   6.952e-09 , -2.056e-08 ,  5.002e-08 , -6.952e-09
   -1.05000 ,   6.756e-09 , -2.008e-08 ,  4.903e-08 , -6.756e-09
   -1.04000 ,   6.564e-09 , -1.961e-08 ,  4.832e-08 , -6.564e-09
   -1.03000 ,   6.377e-09 , -1.914e-08 ,  4.718e-08 , -6.377e-09
   -1.02000 ,   6.195e-09 , -1.869e-08 ,  4.654e-08 , -6.195e-09
   -1.01000 ,   6.017e-09 , -1.824e-08 ,  4.547e-08 , -6.017e-09
   -1.00000 ,   5.843e-09 , -1.780e-08 ,  4.462e-08 , -5.843e-09
   -0.99000 ,   5.674e-09 , -1.737e-08 ,  4.391e-08 , -5.674e-09
   -0.98000 ,   5.508e-09 , -1.695e-08 ,  4.306e-08 , -5.508e-09
   -0.97000 ,   5.347e-09 , -1.654e-08 ,  4.221e-08 , -5.347e-09
   -0.96000 ,   5.190e-09 , -1.613e-08 ,  4.128e-08 , -5.190e-09
   -0.95000 ,   5.036e-09 , -1.573e-08 ,  4.064e-08 , -5.036e-09
   -0.94000 ,   4.887e-09 , -1.534e-08 ,  3.972e-08 , -4.887e-09
   -0.93000 ,   4.741e-09 , -1.496e-08 ,  3.915e-08 , -4.741e-09
   -0.92000 ,   4.599e-09 , -1.459e-08 ,  3.816e-08 , -4.599e-09
   -0.91000 ,   4.460e-09 , -1.422e-08 ,  3.745e-08 , -4.460e-09
   -0.90000 ,   4.325e-09 , -1.386e-08 ,  3.674e-08 , -4.325e-09
   -0.89000 ,   4.193e-09 , -1.351e-08 ,  3.617e-08 , -4.193e-09
   -0.88000 ,   4.065e-09 , -1.316e-08 ,  3.496e-08 , -4.065e-09
   -0.87000 ,   3.940e-09 , -1.282e-08 ,  3.489e-08 , -3.940e-09
   -0.86000 ,   3.819e-09 , -1.249e-08 ,  3.375e-08 , -3.819e-09
   -0.85000 ,   3.700e-09 , -1.217e-08 ,  3.297e-08 , -3.700e-09
   -0.84000 ,   3.585e-09 , -1.185e-08 ,  3.261e-08 , -3.585e-09
   -0.83000 ,   3.472e-09 , -1.154e-08 ,  3.169e-08 , -3.472e-09
   -0.82000 ,   3.363e-09 , -1.123e-08 ,  3.119e-08 , -3.363e-09
   -0.81000 ,   3.257e-09 , -1.093e-08 ,  3.055e-08 , -3.257e-09
   -0.80000 ,   3.153e-09 , -1.064e-08 ,  2.970e-08 , -3.153e-09
   -0.79000 ,   3.052e-09 , -1.036e-08 ,  2.927e-08 , -3.052e-09
   -0.78000 ,   2.954e-09 , -1.008e-08 ,  2.842e-08 , -2.954e-09
   -0.77000 ,   2.859e-09 , -9.803e-09 ,  2.814e-08 , -2.859e-09
   -0.76000 ,   2.766e-09 , -9.535e-09 ,  2.721e-08 , -2.766e-09
   -0.75000 ,   2.676e-09 , -9.274e-09 ,  2.679e-08 , -2.676e-09
   -0.74000 ,   2.588e-09 , -9.019e-09 ,  2.615e-08 , -2.588e-09
   -0.73000 ,   2.503e-09 , -8.768e-09 ,  2.551e-08 , -2.503e-09
   -0.72000 ,   2.420e-09 , -8.524e-09 ,  2.508e-08 , -2.420e-09
   -0.71000 ,   2.340e-09 , -8.285e-09 ,  2.437e-08 , -2.340e-09
   -0.70000 ,   2.262e-09 , -8.050e-09 ,  2.395e-08 , -2.262e-09
   -0.69000 ,   2.186e-09 , -7.824e-09 ,  2.345e-08 , -2.186e-09
   -0.68000 ,   2.112e-09 , -7.600e-09 ,  2.260e-08 , -2.112e-09
   -0.67000 ,   2.040e-09 , -7.382e-09 ,  2.245e-08 , -2.040e-09
   -0.66000 ,   1.970e-09 , -7.170e-09 ,  2.181e-08 , -1.970e-09
   -0.65000 ,   1.903e-09 , -6.963e-09 ,  2.117e-08 , -1.903e-09
   -0.64000 ,   1.837e-09 , -6.759e-09 ,  2.068e-08 , -1.837e-09
   -0.63000 ,   1.774e-09 , -6.560e-09 ,  2.039e-08 , -1.774e-09
   -0.62000 ,   1.712e-09 , -6.367e-09 ,  1.990e-08 , -1.712e-09
   -0.61000 ,   1.652e-09 , -6.179e-09 ,  1.933e-08 , -1.652e-09
   -0.60000 ,   1.594e-09 , -5.995e-09 ,  1.883e-08 , -1.594e-09
   -0.59000 ,   1.537e-09 , -5.817e-09 ,  1.840e-08 , -1.537e-09
   -0.58000 ,   1.483e-09 , -5.640e-09 ,  1.783e-08 , -1.483e-09
   -0.57000 ,   1.430e-09 , -5.469e-09 ,  1.769e-08 , -1.430e-09
   -0.56000 ,   1.378e-09 , -5.302e-09 ,  1.705e-08 , -1.378e-09
   -0.55000 ,   1.328e-09 , -5.139e-09 ,  1.670e-08 , -1.328e-09
   -0.54000 ,   1.280e-09 , -4.981e-09 ,  1.627e-08 , -1.280e-09
   -0.53000 ,   1.233e-09 , -4.827e-09 ,  1.585e-08 , -1.233e-09
   -0.52000 ,   1.188e-09 , -4.676e-09 ,  1.542e-08 , -1.188e-09
   -0.51000 ,   1.144e-09 , -4.530e-09 ,  1.506e-08 , -1.144e-09
   -0.50000 ,   1.102e-09 , -4.387e-09 ,  1.464e-08 , -1.102e-09
   -0.49000 ,   1.061e-09 , -4.248e-09 ,  1.428e-08 , -1.061e-09
   -0.48000 ,   1.021e-09 , -4.113e-09 ,  1.393e-08 , -1.021e-09
   -0.47000 ,   9.822e-10 , -3.979e-09 ,  1.350e-08 , -9.822e-10
   -0.46000 ,   9.450e-10 , -3.851e-09 ,  1.336e-08 , -9.450e-10
   -0.45000 ,   9.089e-10 , -3.725e-09 ,  1.279e-08 , -9.089e-10
   -0.44000 ,   8.741e-10 , -3.605e-09 ,  1.258e-08 , -8.741e-10
   -0.43000 ,   8.404e-10 , -3.485e-09 ,  1.208e-08 , -8.404e-10
   -0.42000 ,   8.078e-10 , -3.371e-09 ,  1.194e-08 , -8.078e-10
   -0.41000 ,   7.763e-10 , -3.258e-09 ,  1.144e-08 , -7.763e-10
   -0.40000 ,   7.459e-10 , -3.148e-09 ,  1.130e-08 , -7.459e-10
   -0.39000 ,   7.165e-10 , -3.043e-09 ,  1.101e-08 , -7.165e-10
   -0.38000 ,   6.881e-10 , -2.939e-09 ,  1.044e-08 , -6.881e-10
   -0.37000 ,   6.607e-10 , -2.840e-09 ,  1.044e-08 , -6.607e-10
   -0.36000 ,   6.342e-10 , -2.740e-09 ,  9.877e-09 , -6.342e-10
   -0.35000 ,   6.087e-10 , -2.646e-09 ,  1.002e-08 , -6.087e-10
   -0.34000 ,   5.841e-10 , -2.552e-09 ,  9.379e-09 , -5.841e-10
   -0.33000 ,   5.603e-10 , -2.463e-09 ,  9.379e-09 , -5.603e-10
   -0.32000 ,   5.375e-10 , -2.373e-09 ,  8.953e-09 , -5.375e-10
   -0.31000 ,   5.154e-10 , -2.288e-09 ,  8.953e-09 , -5.154e-10
   -0.30000 ,   4.942e-10 , -2.203e-09 ,  8.527e-09 , -4.942e-10
   -0.29000 ,   4.739e-10 , -2.120e-09 ,  8.527e-09 , -4.739e-10
   -0.28000 ,   4.543e-10 , -2.036e-09 ,  8.313e-09 , -4.543e-10
   -0.27000 ,   4.356e-10 , -1.954e-09 ,  8.384e-09 , -4.356e-10
   -0.26000 ,   4.178e-10 , -1.872e-09 ,  8.171e-09 , -4.178e-10
   -0.25000 ,   4.008e-10 , -1.786e-09 ,  8.242e-09 , -4.008e-10
   -0.24000 ,   3.847e-10 , -1.698e-09 ,  8.598e-09 , -3.847e-10
   -0.23000 ,   3.697e-10 , -1.605e-09 ,  8.740e-09 , -3.697e-10
   -0.22000 ,   3.558e-10 , -1.505e-09 ,  9.308e-09 , -3.558e-10
   -0.21000 ,   3.431e-10 , -1.393e-09 ,  1.002e-08 , -3.431e-10
   -0.20000 ,   3.320e-10 , -1.264e-09 ,  1.123e-08 , -3.320e-10
   -0.19000 ,   3.227e-10 , -1.115e-09 ,  1.286e-08 , -3.227e-10
   -0.18000 ,   3.156e-10 , -9.308e-10 ,  1.492e-08 , -3.156e-10
   -0.17000 ,   3.114e-10 , -7.049e-10 ,  1.840e-08 , -3.114e-10
   -0.16000 ,   3.109e-10 , -4.192e-10 ,  2.260e-08 , -3.109e-10
   -0.15000 ,   3.153e-10 , -4.832e-11 ,  2.856e-08 , -3.153e-10
   -0.14000 ,   3.260e-10 ,  4.356e-10 ,  3.709e-08 , -3.260e-10
   -0.13000 ,   3.453e-10 ,  1.074e-09 ,  4.839e-08 , -3.453e-10
   -0.12000 ,   3.761e-10 ,  1.929e-09 ,  6.388e-08 , -3.761e-10
   -0.11000 ,   4.223e-10 ,  3.075e-09 ,  8.548e-08 , -4.223e-10
   -0.10000 ,   4.894e-10 ,  4.619e-09 ,  1.145e-07 , -4.894e-10
 -9.0000e-02,   5.849e-10 ,  6.712e-09 ,  1.545e-07 , -5.849e-10
 -8.0000e-02,   7.189e-10 ,  9.547e-09 ,  2.093e-07 , -7.189e-10
 -7.0000e-02,   9.053e-10 ,  1.340e-08 ,  2.835e-07 , -9.053e-10
 -6.0000e-02,   1.163e-09 ,  1.864e-08 ,  3.855e-07 , -1.163e-09
 -5.0000e-02,   1.518e-09 ,  2.579e-08 ,  5.243e-07 , -1.518e-09
 -4.0000e-02,   2.006e-09 ,  3.551e-08 ,  7.142e-07 , -2.006e-09
 -3.0000e-02,   2.674e-09 ,  4.877e-08 ,  9.727e-07 , -2.674e-09
 -2.0000e-02,   3.589e-09 ,  6.684e-08 ,  1.326e-06 , -3.589e-09
 -1.0000e-02,   4.839e-09 ,  9.145e-08 ,  1.807e-06 , -4.839e-09
    0.0     ,   6.544e-09 ,  1.250e-07 ,  2.461e-06 , -6.544e-09
  1.0000e-02,   8.867e-09 ,  1.705e-07 ,  3.350e-06 , -8.867e-09
  2.0000e-02,   1.203e-08 ,  2.323e-07 ,  4.556e-06 , -1.203e-08
  3.0000e-02,   1.632e-08 ,  3.161e-07 ,  6.183e-06 , -1.632e-08
  4.0000e-02,   2.213e-08 ,  4.291e-07 ,  8.372e-06 , -2.213e-08
  5.0000e-02,   2.996e-08 ,  5.808e-07 ,  1.130e-05 , -2.996e-08
  6.0000e-02,   4.048e-08 ,  7.835e-07 ,  1.518e-05 , -4.048e-08
  7.0000e-02,   5.452e-08 ,  1.052e-06 ,  2.026e-05 , -5.452e-08
  8.0000e-02,   7.310e-08 ,  1.404e-06 ,  2.684e-05 , -7.310e-08
  9.0000e-02,   9.748e-08 ,  1.859e-06 ,  3.518e-05 , -9.748e-08
    0.10000 ,   1.291e-07 ,  2.438e-06 ,  4.550e-05 , -1.291e-07
    0.11000 ,   1.695e-07 ,  3.160e-06 ,  5.790e-05 , -1.695e-07
    0.12000 ,   2.204e-07 ,  4.041e-06 ,  7.224e-05 , -2.204e-07
    0.13000 ,   2.833e-07 ,  5.088e-06 ,  8.809e-05 , -2.833e-07
    0.14000 ,   3.598e-07 ,  6.297e-06 ,  1.047e-04 , -3.598e-07
    0.15000 ,   4.511e-07 ,  7.652e-06 ,  1.209e-04 , -4.511e-07
    0.16000 ,   5.579e-07 ,  9.126e-06 ,  1.356e-04 , -5.579e-07
    0.17000 ,   6.806e-07 ,  1.068e-05 ,  1.474e-04 , -6.806e-07
    0.18000 ,   8.192e-07 ,  1.227e-05 ,  1.554e-04 , -8.192e-07
    0.19000 ,   9.732e-07 ,  1.386e-05 ,  1.592e-04 , -9.732e-07
    0.20000 ,   1.142e-06 ,  1.540e-05 ,  1.586e-04 , -1.142e-06
    0.21000 ,   1.324e-06 ,  1.687e-05 ,  1.542e-04 , -1.324e-06
    0.22000 ,   1.519e-06 ,  1.824e-05 ,  1.467e-04 , -1.519e-06
    0.23000 ,   1.726e-06 ,  1.950e-05 ,  1.370e-04 , -1.726e-06
    0.24000 ,   1.942e-06 ,  2.064e-05 ,  1.260e-04 , -1.942e-06
    0.25000 ,   2.168e-06 ,  2.167e-05 ,  1.143e-04 , -2.168e-06
    0.26000 ,   2.402e-06 ,  2.258e-05 ,  1.026e-04 , -2.402e-06
    0.27000 ,   2.643e-06 ,  2.338e-05 ,  9.114e-05 , -2.643e-06
    0.28000 ,   2.890e-06 ,  2.408e-05 ,  8.027e-05 , -2.890e-06
    0.29000 ,   3.142e-06 ,  2.469e-05 ,  7.014e-05 , -3.142e-06
    0.30000 ,   3.398e-06 ,  2.521e-05 ,  6.083e-05 , -3.398e-06
    0.31000 ,   3.659e-06 ,  2.566e-05 ,  5.234e-05 , -3.659e-06
    0.32000 ,   3.922e-06 ,  2.604e-05 ,  4.462e-05 , -3.922e-06
    0.33000 ,   4.188e-06 ,  2.635e-05 ,  3.763e-05 , -4.188e-06
    0.34000 ,   4.456e-06 ,  2.661e-05 ,  3.129e-05 , -4.456e-06
    0.35000 ,   4.726e-06 ,  2.681e-05 ,  2.555e-05 , -4.726e-06
    0.36000 ,   4.997e-06 ,  2.696e-05 ,  2.033e-05 , -4.997e-06
    0.37000 ,   5.268e-06 ,  2.708e-05 ,  1.559e-05 , -5.268e-06
    0.38000 ,   5.540e-06 ,  2.715e-05 ,  1.128e-05 , -5.540e-06
    0.39000 ,   5.812e-06 ,  2.719e-05 ,  7.339e-06 , -5.812e-06
    0.40000 ,   6.084e-06 ,  2.719e-05 ,  3.744e-06 , -6.084e-06
    0.41000 ,   6.355e-06 ,  2.717e-05 ,  4.542e-07 , -6.355e-06
    0.42000 ,   6.625e-06 ,  2.711e-05 , -2.560e-06 , -6.625e-06
    0.43000 ,   6.895e-06 ,  2.704e-05 , -5.326e-06 , -6.895e-06
    0.44000 ,   7.163e-06 ,  2.693e-05 , -7.867e-06 , -7.163e-06
    0.45000 ,   7.429e-06 ,  2.681e-05 , -1.020e-05 , -7.429e-06
    0.46000 ,   7.694e-06 ,  2.667e-05 , -1.236e-05 , -7.694e-06
    0.47000 ,   7.958e-06 ,  2.650e-05 , -1.434e-05 , -7.958e-06
    0.48000 ,   8.219e-06 ,  2.633e-05 , -1.616e-05 , -8.219e-06
    0.49000 ,   8.478e-06 ,  2.613e-05 , -1.785e-05 , -8.478e-06
    0.50000 ,   8.735e-06 ,  2.592e-05 , -1.940e-05 , -8.735e-06
    0.51000 ,   8.990e-06 ,  2.570e-05 , -2.083e-05 , -8.990e-06
    0.52000 ,   9.242e-06 ,  2.547e-05 , -2.214e-05 , -9.242e-06
    0.53000 ,   9.492e-06 ,  2.522e-05 , -2.336e-05 , -9.492e-06
    0.54000 ,   9.739e-06 ,  2.497e-05 , -2.447e-05 , -9.739e-06
    0.55000 ,   9.983e-06 ,  2.470e-05 , -2.549e-05 , -9.983e-06
    0.56000 ,   1.022e-05 ,  2.443e-05 , -2.643e-05 , -1.022e-05
    0.57000 ,   1.046e-05 ,  2.415e-05 , -2.729e-05 , -1.046e-05
    0.58000 ,   1.070e-05 ,  2.386e-05 , -2.808e-05 , -1.070e-05
    0.59000 ,   1.093e-05 ,  2.357e-05 , -2.879e-05 , -1.093e-05
    0.60000 ,   1.116e-05 ,  2.327e-05 , -2.944e-05 , -1.116e-05
    0.61000 ,   1.139e-05 ,  2.296e-05 , -3.002e-05 , -1.139e-05
    0.62000 ,   1.161e-05 ,  2.265e-05 , -3.055e-05 , -1.161e-05
    0.63000 ,   1.183e-05 ,  2.234e-05 , -3.102e-05 , -1.183e-05
    0.64000 ,   1.205e-05 ,  2.202e-05 , -3.144e-05 , -1.205e-05
    0.65000 ,   1.226e-05 ,  2.170e-05 , -3.181e-05 , -1.226e-05
    0.66000 ,   1.247e-05 ,  2.137e-05 , -3.213e-05 , -1.247e-05
    0.67000 ,   1.268e-05 ,  2.105e-05 , -3.241e-05 , -1.268e-05
    0.68000 ,   1.288e-05 ,  2.072e-05 , -3.265e-05 , -1.288e-05
    0.69000 ,   1.308e-05 ,  2.039e-05 , -3.285e-05 , -1.308e-05
    0.70000 ,   1.328e-05 ,  2.006e-05 , -3.301e-05 , -1.328e-05
    0.71000 ,   1.348e-05 ,  1.973e-05 , -3.313e-05 , -1.348e-05
    0.72000 ,   1.367e-05 ,  1.939e-05 , -3.322e-05 , -1.367e-05
    0.73000 ,   1.385e-05 ,  1.906e-05 , -3.328e-05 , -1.385e-05
    0.74000 ,   1.404e-05 ,  1.873e-05 , -3.331e-05 , -1.404e-05
    0.75000 ,   1.422e-05 ,  1.839e-05 , -3.331e-05 , -1.422e-05
    0.76000 ,   1.440e-05 ,  1.806e-05 , -3.328e-05 , -1.440e-05
    0.77000 ,   1.457e-05 ,  1.773e-05 , -3.323e-05 , -1.457e-05
    0.78000 ,   1.474e-05 ,  1.740e-05 , -3.316e-05 , -1.474e-05
    0.79000 ,   1.491e-05 ,  1.707e-05 , -3.306e-05 , -1.491e-05
    0.80000 ,   1.507e-05 ,  1.674e-05 , -3.294e-05 , -1.507e-05
    0.81000 ,   1.523e-05 ,  1.642e-05 , -3.280e-05 , -1.523e-05
    0.82000 ,   1.539e-05 ,  1.609e-05 , -3.264e-05 , -1.539e-05
    0.83000 ,   1.554e-05 ,  1.577e-05 , -3.246e-05 , -1.554e-05
    0.84000 ,   1.570e-05 ,  1.545e-05 , -3.227e-05 , -1.570e-05
    0.85000 ,   1.584e-05 ,  1.513e-05 , -3.206e-05 , -1.584e-05
    0.86000 ,   1.599e-05 ,  1.481e-05 , -3.184e-05 , -1.599e-05
    0.87000 ,   1.613e-05 ,  1.450e-05 , -3.160e-05 , -1.613e-05
    0.88000 ,   1.627e-05 ,  1.419e-05 , -3.135e-05 , -1.627e-05
    0.89000 ,   1.641e-05 ,  1.388e-05 , -3.109e-05 , -1.641e-05
    0.90000 ,   1.654e-05 ,  1.358e-05 , -3.082e-05 , -1.654e-05
    0.91000 ,   1.667e-05 ,  1.327e-05 , -3.054e-05 , -1.667e-05
    0.92000 ,   1.679e-05 ,  1.297e-05 , -3.025e-05 , -1.679e-05
    0.93000 ,   1.692e-05 ,  1.268e-05 , -2.995e-05 , -1.692e-05
    0.94000 ,   1.704e-05 ,  1.238e-05 , -2.964e-05 , -1.704e-05
    0.95000 ,   1.716e-05 ,  1.209e-05 , -2.932e-05 , -1.716e-05
    0.96000 ,   1.727e-05 ,  1.181e-05 , -2.900e-05 , -1.727e-05
    0.97000 ,   1.739e-05 ,  1.152e-05 , -2.867e-05 , -1.739e-05
    0.98000 ,   1.750e-05 ,  1.124e-05 , -2.834e-05 , -1.750e-05
    0.99000 ,   1.760e-05 ,  1.097e-05 , -2.800e-05 , -1.760e-05
    1.00000 ,   1.771e-05 ,  1.069e-05 , -2.766e-05 , -1.771e-05
    1.01000 ,   1.781e-05 ,  1.042e-05 , -2.731e-05 , -1.781e-05
    1.02000 ,   1.791e-05 ,  1.016e-05 , -2.697e-05 , -1.791e-05
    1.03000 ,   1.800e-05 ,  9.896e-06 , -2.661e-05 , -1.800e-05
    1.04000 ,   1.810e-05 ,  9.637e-06 , -2.626e-05 , -1.810e-05
    1.05000 ,   1.819e-05 ,  9.382e-06 , -2.590e-05 , -1.819e-05
    1.06000 ,   1.828e-05 ,  9.130e-06 , -2.554e-05 , -1.828e-05
    1.07000 ,   1.836e-05 ,  8.882e-06 , -2.518e-05 , -1.836e-05
    1.08000 ,   1.845e-05 ,  8.637e-06 , -2.482e-05 , -1.845e-05
    1.09000 ,   1.853e-05 ,  8.396e-06 , -2.446e-05 , -1.853e-05
    1.10000 ,   1.861e-05 ,  8.159e-06 , -2.410e-05 , -1.861e-05
    1.11000 ,   1.869e-05 ,  7.925e-06 , -2.374e-05 , -1.869e-05
    1.12000 ,   1.876e-05 ,  7.695e-06 , -2.338e-05 , -1.876e-05
    1.13000 ,   1.883e-05 ,  7.468e-06 , -2.302e-05 , -1.883e-05
    1.14000 ,   1.890e-05 ,  7.245e-06 , -2.266e-05 , -1.890e-05
    1.15000 ,   1.897e-05 ,  7.025e-06 , -2.231e-05 , -1.897e-05
    1.16000 ,   1.904e-05 ,  6.809e-06 , -2.195e-05 , -1.904e-05
    1.17000 ,   1.910e-05 ,  6.597e-06 , -2.160e-05 , -1.910e-05
    1.18000 ,   1.916e-05 ,  6.388e-06 , -2.124e-05 , -1.916e-05
    1.19000 ,   1.922e-05 ,  6.182e-06 , -2.089e-05 , -1.922e-05
    1.20000 ,   1.928e-05 ,  5.980e-06 , -2.055e-05 , -1.928e-05
    1.21000 ,   1.934e-05 ,  5.782e-06 , -2.020e-05 , -1.934e-05
    1.22000 ,   1.939e-05 ,  5.587e-06 , -1.986e-05 , -1.939e-05
    1.23000 ,   1.944e-05 ,  5.395e-06 , -1.952e-05 , -1.944e-05
    1.24000 ,   1.949e-05 ,  5.206e-06 , -1.918e-05 , -1.949e-05
    1.25000 ,   1.954e-05 ,  5.021e-06 , -1.885e-05 , -1.954e-05
    1.26000 ,   1.959e-05 ,  4.840e-06 , -1.851e-05 , -1.959e-05
    1.27000 ,   1.963e-05 ,  4.661e-06 , -1.818e-05 , -1.963e-05
    1.28000 ,   1.968e-05 ,  4.486e-06 , -1.786e-05 , -1.968e-05
    1.29000 ,   1.972e-05 ,  4.313e-06 , -1.754e-05 , -1.972e-05
    1.30000 ,   1.976e-05 ,  4.144e-06 , -1.722e-05 , -1.976e-05
